survey_type,province,city,county,gender,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,target
1,19,57,93,2,1,1,1,2,30000,1,60.0,155,98,4,3,5,5,4,4,1,4,5,5,,,,,30000.0,1,2,1,2,7,2,2,4,1,94,1
1,7,18,39,2,1,1,1,3,19200,1,60.0,167,150,4,5,5,4,1,3,1,4,5,6,,,,,19200.0,1,3,1,2,7,2,2,4,3,78,1
1,22,66,105,2,1,1,3,4,8000,1,300.0,160,98,5,4,3,1,4,4,2,3,6,1,2.0,5.0,1.0,1.0,8000.0,4,4,1,2,3,1,1,4,2,31,1
2,2,4,11,2,1,1,1,1,-3,1,90.0,158,108,3,3,3,1,1,1,1,4,4,4,,,,,-3.0,2,1,1,2,4,3,3,4,-8,61,0
1,1,1,6,2,1,1,1,6,30000,2,41.0,168,110,5,4,5,2,2,3,3,2,5,1,4.0,6.0,1.0,3.0,90000.0,3,2,1,2,1,3,1,4,2,26,1
1,11,29,52,1,1,1,1,4,50000,1,60.0,175,116,4,4,4,1,1,5,1,2,4,1,3.0,8.0,1.0,3.0,50000.0,4,2,1,2,3,3,1,4,2,33,1
2,10,24,46,1,1,1,1,4,20000,1,200.0,180,140,3,2,3,1,3,3,2,4,5,1,1.0,8.0,1.0,4.0,5000.0,4,3,1,1,3,2,1,5,2,44,1
2,2,4,11,2,1,1,1,1,5000,1,60.0,150,90,2,2,3,1,1,4,1,4,3,4,,,,,8000.0,3,3,1,2,7,3,2,4,-8,69,1
2,23,69,109,1,1,1,3,1,-1,1,70.0,165,110,2,2,2,1,3,4,1,4,4,4,,,,,-1.0,1,1,0,2,1,3,2,4,2,63,1
2,2,3,10,2,4,0,3,4,10000,2,100.0,163,100,4,5,5,1,3,3,1,3,6,5,,,,,40000.0,4,3,1,1,3,2,2,4,-8,20,1
1,1,1,8,2,1,1,1,6,48000,1,40.0,160,110,3,5,5,2,3,3,1,4,5,5,,,,,132000.0,3,3,1,2,3,2,2,3,2,82,1
2,23,68,108,1,1,1,3,3,2220,1,55.0,160,90,1,2,2,1,2,4,1,5,1,5,,,,,3720.0,2,1,1,2,3,3,3,1,1,65,1
2,23,69,109,2,1,1,1,1,1500,1,80.0,160,85,2,2,3,1,2,1,1,2,3,3,,,,,-2.0,3,1,1,2,7,3,3,4,2,67,0
2,28,81,123,1,1,1,1,3,5000,-8,100.0,150,110,5,5,3,1,2,4,1,4,2,4,,,,,10000.0,4,2,1,2,3,3,2,2,3,44,1
2,9,22,44,2,1,1,1,3,0,1,60.0,163,140,3,2,3,1,4,4,1,1,5,6,,,,,25000.0,3,2,1,2,3,3,2,3,3,43,1
1,21,63,99,2,1,1,1,6,24000,1,75.0,155,120,4,4,5,2,2,4,2,2,5,5,,,,,48000.0,2,3,1,2,3,2,2,4,2,57,1
2,6,14,30,1,1,1,1,3,20000,2,240.0,156,110,3,3,3,1,3,3,2,3,5,1,5.0,-2.0,2.0,3.0,25000.0,2,3,1,2,3,2,2,3,2,52,1
2,2,4,11,1,1,1,2,3,0,1,120.0,150,118,4,4,4,1,2,1,1,4,1,3,,,,,0.0,1,3,1,2,3,2,1,3,2,63,1
2,26,74,114,2,1,1,1,4,6000,1,100.0,150,82,2,2,2,1,2,2,1,2,4,4,,,,,12000.0,3,3,1,2,3,3,3,3,3,55,0
1,21,63,99,1,1,0,6,4,20000,1,65.0,172,120,3,1,3,2,3,5,4,4,4,5,,,,,18000.0,2,2,1,2,4,2,1,4,2,65,1
1,4,7,14,1,1,1,1,12,150000,1,60.0,174,140,4,5,5,5,2,4,4,2,5,1,2.0,11.0,1.0,1.0,150000.0,2,3,2,2,2,2,2,2,2,37,1
2,18,55,89,1,1,1,1,4,5000,1,100.0,175,135,2,2,3,1,4,2,2,4,3,4,,,,,40000.0,2,2,1,2,3,3,1,4,2,60,1
1,21,64,101,1,1,1,1,4,30000,1,110.0,170,150,4,4,4,4,2,3,1,2,4,1,5.0,23.0,1.0,3.0,50000.0,3,1,1,2,3,-8,1,4,2,42,1
2,29,84,127,2,1,0,2,4,0,1,240.0,155,132,1,1,2,1,-8,3,1,3,3,6,,,,,20000.0,3,2,1,2,3,3,1,5,-8,46,1
2,16,45,76,2,1,0,6,1,9000,1,150.0,150,115,3,3,4,1,5,3,1,4,3,4,,,,,20000.0,2,2,1,2,3,3,2,2,2,59,0
1,15,40,71,2,1,0,3,1,35000,1,126.0,152,100,3,4,4,5,3,4,1,4,7,5,,,,,140000.0,4,3,2,1,7,1,2,2,2,92,1
1,26,76,116,2,1,1,1,10,0,2,110.0,158,100,2,2,4,2,1,3,3,4,3,5,,,,,40000.0,2,2,1,1,6,3,2,3,3,49,1
1,18,51,84,1,1,1,1,12,3500,2,100.0,175,130,5,5,5,2,1,4,4,2,5,5,,,,,-3.0,3,2,1,2,1,2,2,4,-8,22,1
2,29,82,124,1,1,1,1,4,10000,1,50.0,165,105,2,2,4,1,2,3,2,3,5,3,,,,,20000.0,2,3,1,2,3,3,2,2,2,55,1
2,21,61,97,2,1,1,1,1,8400,1,140.0,150,90,2,2,4,1,4,4,1,5,5,3,,,,,26000.0,1,2,1,2,7,3,2,4,-8,87,1
1,12,34,63,2,1,1,1,12,100000,1,80.0,160,98,5,5,4,2,3,4,4,2,6,1,3.0,16.0,1.0,2.0,300000.0,4,3,1,2,3,2,1,4,3,38,1
1,15,39,70,1,1,1,1,6,60000,1,140.0,173,96,3,5,4,5,5,5,3,3,7,5,,,,,60000.0,1,4,1,2,7,1,2,3,2,82,1
1,10,27,49,1,1,1,1,4,36000,1,70.0,168,134,3,3,4,2,4,4,1,3,5,5,,,,,36000.0,1,3,1,2,7,2,2,4,2,66,1
2,9,22,44,2,1,1,1,12,-1,2,200.0,160,100,5,5,5,1,4,4,3,4,6,6,,,,,20000.0,3,3,2,2,1,3,2,4,-8,20,1
2,31,87,132,2,1,1,1,3,20000,1,1000.0,160,110,5,5,5,1,1,1,1,4,5,3,,,,,100000.0,2,3,2,2,3,2,1,4,1,51,1
1,5,11,27,1,1,1,1,6,10000,1,49.0,176,130,5,4,4,2,2,4,1,1,6,1,3.0,20.0,1.0,3.0,10000.0,1,3,1,2,6,2,2,2,2,51,1
1,28,81,123,2,1,1,1,3,1060,1,90.0,150,100,4,4,4,4,2,4,1,4,5,4,,,,,-2.0,2,3,1,2,3,2,2,4,2,66,1
1,5,8,24,2,1,1,1,1,20000,1,30.0,162,140,4,3,2,4,1,5,1,2,2,5,,,,,20000.0,3,3,1,2,7,2,2,3,2,65,1
1,5,11,27,1,1,1,2,12,-1,2,70.0,174,140,4,4,4,2,3,3,4,4,4,6,,,,,30000.0,3,2,1,2,1,2,2,4,2,20,1
1,19,57,91,1,1,0,4,12,100000,1,59.0,173,130,4,4,4,5,4,4,4,4,6,1,2.0,7.0,1.0,1.0,200000.0,2,3,1,2,3,2,1,4,2,28,1
1,1,1,6,2,1,1,1,10,48000,1,56.7,160,110,4,5,5,5,3,3,3,4,5,5,,,,,100000.0,2,4,1,2,1,2,2,4,2,30,1
1,16,46,77,1,1,1,1,12,60000,1,130.0,175,140,4,4,4,2,2,3,3,4,6,1,3.0,23.0,1.0,2.0,110000.0,3,4,1,2,3,2,1,4,2,48,1
1,23,68,108,1,1,1,1,10,30000,1,100.0,175,136,5,5,3,2,1,3,3,3,3,1,3.0,20.0,1.0,3.0,30000.0,3,2,1,2,3,2,2,4,2,41,1
1,4,7,20,2,1,1,1,13,120000,2,50.0,162,90,4,4,4,5,4,4,3,2,5,1,3.0,1.0,1.0,3.0,120000.0,1,3,0,2,1,2,-8,3,2,27,1
2,16,45,76,2,1,1,1,3,30000,1,100.0,150,92,3,5,5,1,5,4,1,4,6,3,,,,,40000.0,5,3,1,2,3,3,1,4,2,37,1
1,6,13,29,1,1,1,1,7,20000,1,50.0,162,130,4,3,3,1,3,3,3,3,4,1,2.0,10.0,1.0,3.0,30000.0,2,3,1,2,3,2,2,3,2,43,0
1,1,1,5,2,1,1,1,6,36000,4,160.0,155,108,3,2,3,2,3,4,3,4,6,5,,,,,150000.0,2,3,1,2,3,2,2,3,3,59,1
2,9,20,42,1,1,1,1,4,45000,1,200.0,171,130,4,4,4,1,2,3,4,2,4,1,5.0,33.0,2.0,4.0,90000.0,1,3,1,2,3,2,2,4,2,52,1
1,17,49,82,2,1,-8,1,6,0,1,120.0,165,140,5,5,5,4,4,4,4,1,1,5,,,,,30000.0,6,2,1,2,3,2,1,2,-8,53,1
1,12,32,58,2,1,1,1,6,25000,1,35.0,158,100,4,4,4,5,2,3,1,2,3,1,3.0,29.0,1.0,3.0,80000.0,3,2,1,2,3,3,2,3,2,53,1
1,27,77,117,1,1,1,1,9,0,1,110.0,170,130,3,4,4,5,2,4,2,3,3,5,,,,,46000.0,4,2,0,2,3,3,2,4,2,53,1
1,24,72,112,1,1,1,1,6,30000,1,60.0,166,170,3,4,5,5,3,4,2,-8,2,1,3.0,25.0,1.0,3.0,-3.0,2,2,1,-8,3,2,2,4,3,46,1
1,31,88,133,1,1,1,1,3,10000,1,50.0,168,101,4,4,4,1,2,3,1,4,3,1,2.0,3.0,2.0,4.0,15000.0,3,2,1,2,3,2,2,4,3,45,1
1,16,46,78,1,1,1,1,12,50000,4,81.0,170,120,5,3,3,4,3,4,4,3,5,1,3.0,1.0,1.0,2.0,80000.0,2,3,1,2,1,2,1,3,2,27,1
1,23,68,108,2,1,1,1,3,8400,1,63.0,150,120,4,5,5,1,3,4,1,4,3,4,,,,,16800.0,3,3,2,1,3,1,1,2,2,67,1
1,27,78,118,1,1,1,1,6,50000,1,75.0,170,120,5,4,4,1,2,2,2,2,2,1,3.0,8.0,1.0,3.0,-2.0,1,2,1,2,1,3,2,3,3,28,0
1,1,1,4,1,1,1,1,6,50000,1,65.0,175,130,4,4,4,2,3,3,3,3,5,1,3.0,40.0,1.0,2.0,70000.0,2,2,1,2,3,3,2,3,2,58,0
2,19,57,92,1,1,1,1,12,0,1,200.0,173,140,5,5,5,1,2,3,3,3,5,1,3.0,1.0,1.0,3.0,-2.0,2,3,1,1,1,2,2,4,3,23,1
2,11,31,54,1,1,1,1,4,10000,1,250.0,180,160,4,4,4,1,3,2,2,3,5,2,,,,,10000.0,2,2,1,2,3,3,2,3,3,54,0
2,21,62,98,2,8,1,1,3,5000,1,400.0,153,73,2,2,2,1,3,4,1,2,6,3,,,,,5000.0,2,3,1,2,3,2,1,3,2,50,1
1,5,11,27,1,1,-8,1,8,22000,1,36.0,172,136,3,5,5,2,5,5,5,4,7,5,,,,,40000.0,2,3,1,2,3,3,1,5,3,66,1
2,21,64,101,1,1,1,1,3,3000,4,120.0,168,100,3,3,4,1,2,3,2,4,3,3,,,,,5000.0,2,2,1,2,3,3,2,3,3,68,1
1,6,16,32,1,1,1,1,10,30000,2,60.0,168,120,5,4,4,5,2,3,3,1,4,5,,,,,50000.0,3,3,1,2,1,3,2,4,3,26,1
1,15,42,73,2,1,1,1,4,15000,1,160.0,154,140,4,4,4,1,4,4,2,4,5,5,,,,,100000.0,1,2,2,2,3,2,1,3,3,47,1
1,16,47,79,1,1,1,1,13,40000,1,60.0,168,140,5,5,4,2,3,4,3,3,3,1,3.0,3.0,1.0,3.0,40000.0,3,2,1,2,3,3,3,3,3,31,1
1,1,1,8,2,1,1,1,4,30000,-8,38.0,159,102,5,5,5,2,2,1,1,1,4,5,,,,,60000.0,2,2,1,2,7,3,3,3,3,63,1
2,18,55,89,2,1,1,1,1,5000,1,80.0,155,80,3,3,3,1,3,3,1,3,1,4,,,,,10000.0,2,2,1,2,3,3,2,4,-8,65,0
2,9,21,43,1,1,1,1,1,3000,1,100.0,170,120,2,2,3,1,2,2,1,3,4,4,,,,,3000.0,2,1,2,2,3,3,2,4,2,81,0
1,10,26,48,2,1,0,7,4,40000,1,100.0,165,118,4,4,4,2,2,3,3,3,4,5,,,,,200000.0,2,3,1,2,3,2,2,3,2,60,0
2,5,10,26,2,1,1,1,1,0,1,90.0,155,140,2,1,4,1,4,4,1,4,8,6,,,,,10000.0,6,3,1,2,3,2,3,4,-8,48,1
2,16,45,76,2,1,1,1,1,2000,1,100.0,158,100,4,4,4,1,5,5,1,3,5,4,,,,,50000.0,1,2,1,2,7,2,2,4,2,67,1
2,22,66,106,2,1,1,1,5,50000,1,350.0,161,98,5,5,5,1,2,4,2,3,6,5,,,,,100000.0,3,3,1,2,3,3,2,3,2,27,1
1,13,37,68,1,1,1,6,4,18000,1,600.0,170,100,3,5,5,1,5,5,2,1,8,1,3.0,8.0,1.0,3.0,54000.0,6,2,2,2,1,2,2,3,3,27,0
2,10,24,46,1,1,1,1,4,0,1,150.0,170,120,2,2,2,1,1,4,3,4,5,3,,,,,0.0,2,1,1,2,3,2,1,4,3,85,1
1,16,47,79,1,1,1,1,3,10000,1,240.0,170,140,3,3,4,1,4,3,1,3,5,2,,,,,60000.0,3,2,1,2,3,3,2,4,3,50,1
2,29,82,124,1,1,1,1,1,8000,1,25.0,170,120,3,2,3,1,3,3,1,2,3,3,,,,,10000.0,2,2,1,2,3,3,2,3,3,65,0
1,30,85,128,2,1,1,1,10,30000,1,90.0,165,140,2,2,3,2,3,3,4,4,4,2,,,,,-3.0,3,3,1,2,3,2,3,3,2,44,1
2,5,10,26,2,1,1,1,4,100000,1,120.0,160,90,5,5,5,1,2,4,4,2,4,3,,,,,100000.0,5,3,1,1,3,2,2,2,2,24,1
1,16,46,78,2,1,1,1,4,50000,1,500.0,153,100,3,3,4,1,2,3,2,4,5,1,2.0,13.0,1.0,4.0,80000.0,4,3,1,1,3,2,2,4,2,35,1
2,18,55,89,1,1,1,9,3,960,1,80.0,175,180,2,2,4,1,4,3,3,4,5,4,,,,,3000.0,2,3,1,2,3,2,1,4,2,68,1
1,16,45,76,1,1,1,1,3,10000,1,100.0,173,120,4,4,4,1,2,3,1,2,5,4,,,,,30000.0,2,3,1,2,3,2,2,3,2,57,0
2,15,40,71,1,1,1,1,4,30000,1,40.0,170,140,4,4,4,1,3,3,1,4,4,1,3.0,5.0,1.0,3.0,30000.0,1,1,1,2,3,3,2,4,3,47,1
2,18,53,87,1,1,1,1,7,30000,1,130.0,173,120,5,5,5,1,3,3,1,4,4,2,,,,,45000.0,3,2,1,2,3,3,1,4,2,30,1
2,6,13,29,2,1,1,1,3,-1,1,120.0,160,100,4,4,3,1,3,3,1,3,5,4,,,,,5000.0,2,2,1,2,3,2,1,2,2,61,1
1,12,32,61,2,1,1,1,7,0,2,50.0,154,120,4,5,3,1,3,3,2,2,5,1,3.0,2.0,1.0,3.0,-3.0,1,3,0,2,3,2,1,4,3,28,1
1,10,26,48,1,1,1,2,10,30000,1,90.0,176,160,4,4,4,2,4,4,3,4,6,1,3.0,30.0,1.0,3.0,100000.0,2,3,1,1,3,2,1,4,2,57,1
1,11,31,54,1,1,1,1,6,-3,4,150.0,180,150,4,4,4,2,4,4,2,4,5,5,,,,,20000.0,5,3,1,1,3,2,3,4,2,62,1
1,30,85,128,1,1,1,1,10,40000,2,110.0,170,160,4,5,5,2,4,4,3,4,5,1,8.0,6.0,1.0,1.0,120000.0,5,3,1,1,3,2,1,3,2,28,1
1,1,1,1,1,1,1,1,9,60000,4,120.0,170,120,1,2,4,5,1,2,1,4,5,5,,,,,120000.0,2,4,1,2,3,2,2,4,3,85,1
2,26,74,114,1,8,1,1,1,3000,1,100.0,170,120,4,4,4,1,4,2,1,3,3,3,,,,,-2.0,8,2,1,2,3,2,2,3,2,39,1
2,6,14,30,1,1,1,1,3,50000,1,120.0,160,100,2,2,3,1,2,2,1,4,3,3,,,,,50000.0,4,3,1,2,3,2,1,3,2,63,1
1,31,87,132,2,1,1,1,4,40000,1,75.0,165,110,3,3,3,2,3,3,1,3,5,1,3.0,9.0,1.0,3.0,120000.0,3,3,0,2,3,3,2,3,3,35,0
1,22,65,104,2,1,-8,1,3,0,1,70.0,154,125,4,5,4,1,4,4,3,3,5,5,,,,,20000.0,4,3,2,2,3,3,3,4,-8,43,1
1,16,45,76,1,1,1,1,4,0,1,110.0,166,110,2,3,3,1,4,3,1,4,5,1,5.0,1.0,2.0,3.0,20000.0,8,3,1,2,3,2,2,4,2,47,1
2,5,9,25,1,1,1,1,6,0,1,100.0,175,102,5,5,5,1,4,3,5,3,3,6,,,,,30000.0,4,2,1,1,1,2,2,3,-8,19,1
1,13,35,65,1,6,0,6,4,1200,1,260.0,168,91,2,1,1,1,4,4,1,2,4,4,,,,,-2.0,1,2,1,2,3,3,2,3,2,61,0
2,21,61,97,2,1,1,1,3,10000,1,100.0,163,150,2,2,4,1,4,3,2,3,3,1,3.0,5.0,1.0,3.0,30000.0,2,2,1,2,3,3,1,4,3,48,1
1,27,78,118,1,1,0,8,6,0,1,30.0,168,132,2,1,4,1,2,5,2,2,1,5,,,,,10000.0,2,1,0,2,3,3,3,4,2,48,1
1,29,82,125,2,1,1,1,12,80000,4,138.0,165,120,5,4,4,2,3,2,4,2,5,1,8.0,4.0,1.0,2.0,200000.0,5,2,1,2,3,2,3,3,3,27,1
1,31,89,134,1,1,1,1,4,10000,1,60.0,165,110,4,5,4,2,2,4,1,3,3,5,,,,,20000.0,2,3,1,2,3,3,2,4,2,65,1
1,1,1,2,1,1,1,1,4,48000,1,99.0,180,160,5,5,5,2,2,4,2,2,3,5,,,,,70000.0,2,3,-1,2,3,3,2,3,2,63,1
1,12,32,57,2,1,1,1,6,35000,4,80.0,156,102,4,3,4,2,4,4,3,4,6,5,,,,,60000.0,2,3,1,2,3,2,2,4,2,58,1
2,6,13,29,2,1,1,1,3,2000,1,100.0,156,96,3,4,4,1,3,2,2,3,4,3,,,,,40000.0,4,3,1,2,4,2,1,4,3,36,1
2,18,52,86,2,1,1,1,3,12000,1,160.0,160,124,4,4,4,1,4,4,1,2,6,3,,,,,45000.0,1,4,1,2,3,2,1,4,2,50,1
1,11,31,54,2,1,1,1,6,0,1,70.0,165,120,3,4,4,1,2,4,2,2,2,6,,,,,50000.0,3,3,1,2,3,3,2,4,-8,52,0
1,1,1,3,2,1,0,-8,1,0,1,46.0,165,156,4,4,5,1,3,4,1,3,2,4,,,,,50000.0,3,2,1,2,3,3,3,4,3,59,1
1,21,63,99,2,1,1,1,12,800,2,70.0,168,104,5,5,3,1,3,4,4,2,4,5,,,,,-2.0,5,3,1,2,1,2,1,3,-8,20,1
1,15,39,70,2,1,1,1,1,3000,1,120.0,156,106,4,4,5,1,4,1,1,4,5,4,,,,,60000.0,4,3,1,2,3,2,2,4,2,58,1
1,21,64,101,1,1,1,1,6,0,2,50.0,174,112,5,4,3,1,4,3,2,3,3,5,,,,,10000.0,2,1,1,2,1,-8,2,-8,-8,18,0
2,19,57,92,2,1,1,1,4,50000,1,70.0,160,110,4,5,5,1,4,5,2,4,4,1,3.0,20.0,1.0,2.0,100000.0,6,3,1,2,3,3,2,5,2,37,1
1,9,20,42,1,1,1,1,6,40000,1,130.0,176,100,4,5,5,1,3,3,2,2,5,1,3.0,15.0,1.0,2.0,40000.0,2,2,1,2,6,2,2,3,2,46,1
2,13,36,66,1,8,1,1,3,6000,1,200.0,168,120,3,3,4,1,5,4,2,3,4,2,,,,,7000.0,5,2,1,2,3,3,2,5,3,37,0
2,5,8,24,2,1,1,1,3,20000,1,70.0,150,100,4,4,4,1,4,4,2,4,4,4,,,,,40000.0,2,3,1,2,3,2,2,4,2,39,1
1,4,7,18,2,1,1,1,4,12000,1,70.0,158,130,3,5,4,1,1,5,3,4,2,5,,,,,12000.0,1,1,0,2,6,3,2,4,4,39,0
2,29,83,126,1,1,1,1,4,0,1,70.0,170,150,3,2,3,1,4,3,3,4,6,5,,,,,30000.0,2,2,1,2,3,1,1,4,-8,35,1
2,5,10,26,1,1,1,1,4,10000,1,100.0,174,140,4,4,4,1,5,5,2,4,2,3,,,,,20000.0,6,2,1,2,3,2,1,4,3,36,1
2,26,74,114,1,1,1,1,3,30000,1,170.0,172,120,4,4,3,1,3,1,1,3,5,5,,,,,30000.0,4,3,1,2,3,2,1,3,3,59,1
2,2,3,10,2,4,0,8,3,30000,4,80.0,165,86,4,4,4,1,1,4,4,2,1,5,,,,,30000.0,2,2,1,2,3,2,2,4,2,67,1
1,9,20,42,1,1,1,1,4,30000,4,140.0,160,120,4,4,4,4,3,2,1,4,6,5,,,,,60000.0,2,4,1,2,3,2,1,4,2,62,1
2,2,3,10,1,4,0,9,3,8000,1,240.0,160,120,3,3,4,1,2,4,1,2,5,2,,,,,10000.0,2,3,1,1,3,2,2,-8,-8,61,1
2,18,52,86,2,1,1,1,1,8000,1,240.0,155,120,5,5,5,1,2,3,1,3,5,3,,,,,20000.0,3,3,-1,2,3,2,1,4,2,60,1
2,31,86,129,1,1,1,1,1,36000,1,136.0,170,128,2,1,4,1,2,4,1,2,-8,3,,,,,36000.0,2,2,1,2,3,3,2,1,3,67,0
1,15,39,70,2,1,0,1,3,20000,1,80.0,158,140,4,3,3,2,3,2,2,4,5,5,,,,,30000.0,2,2,1,2,3,2,2,2,2,77,0
1,4,7,18,2,1,1,1,6,10000,1,50.0,158,120,4,4,4,5,2,4,2,4,4,5,,,,,10000.0,3,3,1,2,1,3,2,4,3,42,1
1,22,65,103,2,1,1,1,6,0,1,120.0,145,102,3,3,5,1,4,3,1,3,6,5,,,,,-2.0,8,4,1,2,3,3,1,4,-8,54,1
1,16,44,75,1,1,0,1,6,30000,1,90.0,165,120,4,5,5,1,2,4,1,1,5,1,6.0,5.0,2.0,4.0,100000.0,3,3,0,1,6,2,2,3,2,59,1
1,1,1,7,1,1,1,1,13,200000,4,99.0,172,140,5,5,5,2,2,4,5,3,7,1,3.0,10.0,1.0,3.0,300000.0,3,4,2,1,3,2,2,4,3,38,1
1,6,17,33,2,1,1,1,3,0,1,135.0,155,105,4,4,4,1,2,4,2,3,5,1,3.0,31.0,2.0,4.0,200000.0,5,3,4,1,3,2,2,4,2,46,1
1,31,89,134,1,1,1,1,6,28000,1,50.0,170,140,2,1,2,2,1,1,1,1,4,5,,,,,15000.0,3,3,1,2,3,3,2,5,3,77,0
2,13,36,66,1,8,1,1,4,20000,1,240.0,168,122,5,5,5,1,3,2,2,3,5,1,5.0,4.0,1.0,4.0,80000.0,4,3,1,1,1,2,1,5,2,31,0
1,12,32,61,2,1,1,1,3,-1,1,50.0,155,120,5,5,3,1,2,2,2,3,4,5,,,,,140000.0,6,3,1,2,3,3,2,4,-8,44,1
2,22,65,103,1,1,0,4,1,5000,1,100.0,155,110,2,3,3,1,3,3,1,3,2,3,,,,,15000.0,1,2,1,2,6,3,2,3,2,58,0
2,2,4,11,2,1,1,1,3,-1,1,300.0,156,100,4,5,5,1,1,2,1,4,5,5,,,,,-2.0,4,3,1,2,3,2,2,4,-8,35,1
1,11,29,52,2,1,1,1,6,-3,1,129.0,170,129,4,3,2,2,3,3,3,1,2,1,-8.0,-2.0,-8.0,-8.0,-3.0,2,2,2,2,3,2,2,4,-8,41,0
2,5,8,24,1,1,1,1,3,20000,1,100.0,168,120,3,4,4,1,1,3,1,4,3,3,,,,,40000.0,2,3,1,2,3,2,3,3,2,47,1
2,16,46,78,1,1,1,1,4,12000,4,300.0,173,130,5,4,5,1,2,4,2,4,5,1,5.0,4.0,1.0,3.0,18000.0,3,3,1,2,3,2,2,4,2,52,1
1,18,53,87,2,1,0,1,6,-1,1,110.0,165,58,4,4,4,2,2,3,3,4,5,1,3.0,-1.0,1.0,3.0,90000.0,3,2,1,1,3,3,1,3,2,45,1
2,2,5,12,1,8,1,1,3,30000,1,80.0,168,110,3,4,4,1,4,4,1,4,3,3,,,,,60000.0,4,2,1,2,1,2,1,4,2,32,1
1,9,20,42,2,1,1,1,6,30000,1,80.0,155,94,3,4,4,4,3,3,2,2,5,1,3.0,18.0,1.0,3.0,50000.0,2,2,1,2,3,2,1,3,3,48,1
1,7,18,39,1,1,1,1,12,100000,1,50.0,178,140,4,4,4,5,2,2,4,4,6,1,3.0,7.0,1.0,3.0,100000.0,1,4,1,1,1,2,1,4,2,30,0
2,15,42,73,2,1,1,1,1,10770,1,40.0,160,130,5,4,4,1,4,-8,-8,4,6,5,,,,,11000.0,2,3,1,2,3,2,2,4,2,64,1
1,15,43,74,2,1,1,1,4,36000,1,85.0,165,130,5,4,4,2,3,5,2,3,5,1,3.0,4.0,1.0,3.0,90000.0,2,3,1,2,3,2,2,5,2,40,1
1,22,65,103,2,1,1,3,6,0,2,70.0,155,158,2,2,2,1,4,4,3,2,5,4,,,,,15000.0,3,2,1,2,3,3,3,4,-8,43,1
1,1,1,7,2,1,1,1,8,120000,1,25.0,164,120,4,4,4,1,2,2,1,4,8,1,2.0,3.0,1.0,1.0,120000.0,3,3,0,2,3,2,2,3,2,30,1
1,5,8,23,1,1,0,6,6,15000,1,62.0,175,110,4,4,4,2,4,4,1,3,5,1,3.0,30.0,1.0,3.0,50000.0,3,3,1,2,3,2,2,4,2,56,1
1,1,1,6,2,1,1,1,12,120000,1,56.0,159,110,4,4,4,5,2,3,2,4,7,1,3.0,20.0,1.0,2.0,230000.0,1,4,1,1,3,2,2,4,2,48,1
1,1,1,5,2,1,-8,1,12,100000,1,100.0,163,100,4,4,4,2,4,4,4,3,6,1,3.0,13.0,1.0,3.0,200000.0,3,4,1,1,3,2,2,3,3,35,1
1,7,18,40,1,1,1,1,4,40000,1,49.0,171,150,4,4,5,2,1,5,1,2,4,5,,,,,70000.0,2,3,1,2,3,2,2,4,4,68,1
1,6,13,29,1,1,1,1,6,40000,1,110.0,176,160,3,3,3,1,2,2,2,3,5,1,3.0,5.0,1.0,3.0,40000.0,3,3,1,2,3,2,1,3,3,41,0
2,10,28,51,2,1,1,1,4,0,1,70.0,158,130,4,4,4,1,3,4,3,4,3,2,,,,,30000.0,4,3,1,2,3,2,2,3,2,37,1
1,11,30,53,1,1,1,1,4,25000,4,84.0,170,130,3,4,4,5,2,5,3,4,3,5,,,,,50000.0,2,3,1,2,3,2,2,4,-8,63,1
2,9,20,42,1,1,1,1,4,25000,1,68.0,172,116,4,5,4,1,3,3,2,3,5,1,5.0,6.0,1.0,3.0,35000.0,2,3,1,2,3,2,1,4,2,50,1
1,27,79,119,1,1,1,1,4,30000,2,56.0,180,180,5,5,5,2,4,3,2,3,4,1,3.0,3.0,1.0,3.0,60000.0,2,2,2,2,1,2,2,4,2,22,1
1,22,67,107,2,1,1,1,4,60000,1,90.0,162,89,4,4,2,1,2,3,2,5,5,5,,,,,60000.0,2,3,1,2,1,2,1,4,2,27,0
2,23,68,108,2,1,1,1,1,15000,1,120.0,160,110,5,4,4,1,5,4,2,4,4,3,,,,,45000.0,2,4,1,2,3,2,2,4,3,41,1
2,11,31,54,2,1,1,1,5,9600,1,120.0,155,95,5,3,4,1,3,4,1,2,2,5,,,,,45000.0,4,3,1,1,3,3,1,4,2,26,1
2,2,4,11,2,1,1,1,1,2000,1,100.0,160,120,3,3,5,1,2,2,1,4,5,3,,,,,5000.0,3,3,1,2,3,2,1,2,2,41,1
2,29,84,127,2,1,1,1,3,0,1,100.0,160,82,4,4,4,1,4,4,2,4,7,3,,,,,30000.0,4,3,1,2,7,2,2,3,2,70,1
1,16,44,75,2,1,1,1,6,50000,2,50.0,162,117,5,4,4,5,4,4,3,2,3,5,,,,,60000.0,2,2,0,2,6,2,2,3,2,48,0
2,18,52,86,2,1,1,1,4,0,1,400.0,145,130,4,4,4,1,5,5,1,4,5,3,,,,,20000.0,4,2,1,2,3,3,2,3,2,21,1
